Country,Wave,Proportion of Crop Production Value Sold,Non-Farm Share of HH Income,Indicator,Count,Mean,Std. Dev,Min.,Max.,Median
Ethiopia,2,a) <= 5% of crop production sold,b) 1/3 <  of HH income from non-farm sources <= 2/3,Count of Other Livestock Currently Owned,103,4.834554,9.441421,0,63,1
Ethiopia,2,a) <= 5% of crop production sold,b) 1/3 <  of HH income from non-farm sources <= 2/3,Household Owns Land/Mobile Phone,103,0.2348737,0.4259928,0,1,0
Ethiopia,2,a) <= 5% of crop production sold,b) 1/3 <  of HH income from non-farm sources <= 2/3,Distance to Nearest Ag. Market (km),0,.,.,.,.,.
Ethiopia,2,a) <= 5% of crop production sold,b) 1/3 <  of HH income from non-farm sources <= 2/3,Total Household Income in Last Year (TSH),103,5770.251,5057.237,66,31955,4360
Ethiopia,2,a) <= 5% of crop production sold,b) 1/3 <  of HH income from non-farm sources <= 2/3,Farm Productivity: Total Agricultural Income/Total Landholding (TSH/ha),103,23255.89,67083.43,80.57872,404530.8,4230.359
Ethiopia,2,a) <= 5% of crop production sold,b) 1/3 <  of HH income from non-farm sources <= 2/3,Value of Inorganic Fertilizer per Hectare Cultivated (TSH/ha),103,574.3584,1321.719,0,8301.498,0
Ethiopia,2,a) <= 5% of crop production sold,c) > 2/3  of HH income from non-farm sources,Head of Household is Female,665,0.250517,0.4336369,0,1,0
Ethiopia,2,a) <= 5% of crop production sold,c) > 2/3  of HH income from non-farm sources,Head of Household Age,665,45.13116,15.22642,8,99,42
Ethiopia,2,a) <= 5% of crop production sold,c) > 2/3  of HH income from non-farm sources,Number of Female HH Members,665,2.864708,1.483486,0,8,3
Ethiopia,2,a) <= 5% of crop production sold,c) > 2/3  of HH income from non-farm sources,Number of Male HH Members,665,2.646341,1.538432,0,8,2
Ethiopia,2,a) <= 5% of crop production sold,c) > 2/3  of HH income from non-farm sources,Number of HH Members Between Age 15-64,665,2.788915,1.453389,0,8,2
Ethiopia,2,a) <= 5% of crop production sold,c) > 2/3  of HH income from non-farm sources,Household is Rural,665,0.8277326,0.3778969,0,1,1
Ethiopia,2,a) <= 5% of crop production sold,c) > 2/3  of HH income from non-farm sources,Total Landholding (ha),665,1.003211,1.250801,0.00048,7.977245,0.62347
Ethiopia,2,a) <= 5% of crop production sold,c) > 2/3  of HH income from non-farm sources,Total Area Planted (ha),665,0.6238202,0.7132531,0.000059,3.845803,0.387169
Ethiopia,2,a) <= 5% of crop production sold,c) > 2/3  of HH income from non-farm sources,Count of Cattle Currently Owned,665,3.05569,3.708083,0,20,2
Ethiopia,2,a) <= 5% of crop production sold,c) > 2/3  of HH income from non-farm sources,Count of Poultry Currently Owned,665,3.236406,4.438644,0,21,1
Ethiopia,2,a) <= 5% of crop production sold,c) > 2/3  of HH income from non-farm sources,Count of Other Livestock Currently Owned,665,3.416302,6.441806,0,63,1
Ethiopia,2,a) <= 5% of crop production sold,c) > 2/3  of HH income from non-farm sources,Household Owns Land/Mobile Phone,665,0.5246844,0.4997662,0,1,1
Ethiopia,2,a) <= 5% of crop production sold,c) > 2/3  of HH income from non-farm sources,Distance to Nearest Ag. Market (km),0,.,.,.,.,.
Ethiopia,2,a) <= 5% of crop production sold,c) > 2/3  of HH income from non-farm sources,Total Household Income in Last Year (TSH),665,157310.2,443634.4,20,2568400,21019
Ethiopia,2,a) <= 5% of crop production sold,c) > 2/3  of HH income from non-farm sources,Farm Productivity: Total Agricultural Income/Total Landholding (TSH/ha),665,6453.345,27868.83,0,404530.8,289.9268
Ethiopia,2,a) <= 5% of crop production sold,c) > 2/3  of HH income from non-farm sources,Value of Inorganic Fertilizer per Hectare Cultivated (TSH/ha),665,983.9581,1770.639,0,8301.498,0
Ethiopia,2,b) 5% < of crop production sold <= 50%,a) <= 1/3 of HH income from non-farm sources,Head of Household is Female,771,0.1716901,0.3773556,0,1,0
Ethiopia,2,b) 5% < of crop production sold <= 50%,a) <= 1/3 of HH income from non-farm sources,Head of Household Age,768,45.71945,14.73119,0,90,44
Ethiopia,2,b) 5% < of crop production sold <= 50%,a) <= 1/3 of HH income from non-farm sources,Number of Female HH Members,771,2.895186,1.469506,0,10,3
Ethiopia,2,b) 5% < of crop production sold <= 50%,a) <= 1/3 of HH income from non-farm sources,Number of Male HH Members,771,3.167631,1.609285,0,10,3
Ethiopia,2,b) 5% < of crop production sold <= 50%,a) <= 1/3 of HH income from non-farm sources,Number of HH Members Between Age 15-64,771,2.972724,1.435158,0,9,3
Ethiopia,2,b) 5% < of crop production sold <= 50%,a) <= 1/3 of HH income from non-farm sources,Household is Rural,771,0.9909113,0.094962,0,1,1
Ethiopia,2,b) 5% < of crop production sold <= 50%,a) <= 1/3 of HH income from non-farm sources,Total Landholding (ha),771,1.736956,1.166618,0.001,7.437275,1.490663
Ethiopia,2,b) 5% < of crop production sold <= 50%,a) <= 1/3 of HH income from non-farm sources,Total Area Planted (ha),771,1.348439,0.884528,0.001,3.963805,1.208227
Ethiopia,2,b) 5% < of crop production sold <= 50%,a) <= 1/3 of HH income from non-farm sources,Count of Cattle Currently Owned,771,4.43199,3.356401,0,20,4
Ethiopia,2,b) 5% < of crop production sold <= 50%,a) <= 1/3 of HH income from non-farm sources,Count of Poultry Currently Owned,771,3.649057,4.82363,0,22,2
Ethiopia,2,b) 5% < of crop production sold <= 50%,a) <= 1/3 of HH income from non-farm sources,Count of Other Livestock Currently Owned,771,4.354527,6.816126,0,63,2
Ethiopia,2,b) 5% < of crop production sold <= 50%,a) <= 1/3 of HH income from non-farm sources,Household Owns Land/Mobile Phone,771,0.3641366,0.4814996,0,1,0
Ethiopia,2,b) 5% < of crop production sold <= 50%,a) <= 1/3 of HH income from non-farm sources,Distance to Nearest Ag. Market (km),0,.,.,.,.,.
Ethiopia,2,b) 5% < of crop production sold <= 50%,a) <= 1/3 of HH income from non-farm sources,Total Household Income in Last Year (TSH),771,5994.922,5923.134,50,41850,4060
Ethiopia,2,b) 5% < of crop production sold <= 50%,a) <= 1/3 of HH income from non-farm sources,Farm Productivity: Total Agricultural Income/Total Landholding (TSH/ha),771,5257.756,16119.33,24.26469,404530.8,2733.747
Ethiopia,2,b) 5% < of crop production sold <= 50%,a) <= 1/3 of HH income from non-farm sources,Value of Inorganic Fertilizer per Hectare Cultivated (TSH/ha),771,1143.765,1351.667,0,8301.498,767.6319
Ethiopia,2,b) 5% < of crop production sold <= 50%,b) 1/3 <  of HH income from non-farm sources <= 2/3,Head of Household is Female,186,0.1946113,0.3969697,0,1,0
Ethiopia,2,b) 5% < of crop production sold <= 50%,b) 1/3 <  of HH income from non-farm sources <= 2/3,Head of Household Age,185,46.77354,14.90322,0,90,45
Ethiopia,2,b) 5% < of crop production sold <= 50%,b) 1/3 <  of HH income from non-farm sources <= 2/3,Number of Female HH Members,186,2.857149,1.528417,0,7,3
Ethiopia,2,b) 5% < of crop production sold <= 50%,b) 1/3 <  of HH income from non-farm sources <= 2/3,Number of Male HH Members,186,2.860862,1.4903,0,7,3
Ethiopia,2,b) 5% < of crop production sold <= 50%,b) 1/3 <  of HH income from non-farm sources <= 2/3,Number of HH Members Between Age 15-64,186,2.890844,1.485869,0,7,3
Ethiopia,2,b) 5% < of crop production sold <= 50%,b) 1/3 <  of HH income from non-farm sources <= 2/3,Household is Rural,186,0.980237,0.1395607,0,1,1
Ethiopia,2,b) 5% < of crop production sold <= 50%,b) 1/3 <  of HH income from non-farm sources <= 2/3,Total Landholding (ha),186,1.457264,1.139761,0.014352,6.869989,1.269025
Ethiopia,2,b) 5% < of crop production sold <= 50%,b) 1/3 <  of HH income from non-farm sources <= 2/3,Total Area Planted (ha),186,1.138747,0.8822038,0.009336,3.560125,0.889748
Ethiopia,2,b) 5% < of crop production sold <= 50%,b) 1/3 <  of HH income from non-farm sources <= 2/3,Count of Cattle Currently Owned,186,3.501515,3.181215,0,20,3
Ethiopia,2,b) 5% < of crop production sold <= 50%,b) 1/3 <  of HH income from non-farm sources <= 2/3,Count of Poultry Currently Owned,186,2.773614,4.545625,0,22,0
Ethiopia,2,b) 5% < of crop production sold <= 50%,b) 1/3 <  of HH income from non-farm sources <= 2/3,Count of Other Livestock Currently Owned,186,3.605983,4.751357,0,24,2
Ethiopia,2,b) 5% < of crop production sold <= 50%,b) 1/3 <  of HH income from non-farm sources <= 2/3,Household Owns Land/Mobile Phone,186,0.3619743,0.4818685,0,1,0
Ethiopia,2,b) 5% < of crop production sold <= 50%,b) 1/3 <  of HH income from non-farm sources <= 2/3,Distance to Nearest Ag. Market (km),0,.,.,.,.,.
Ethiopia,2,b) 5% < of crop production sold <= 50%,b) 1/3 <  of HH income from non-farm sources <= 2/3,Total Household Income in Last Year (TSH),186,8529.295,8670.948,31,72090,5285
Ethiopia,2,b) 5% < of crop production sold <= 50%,b) 1/3 <  of HH income from non-farm sources <= 2/3,Farm Productivity: Total Agricultural Income/Total Landholding (TSH/ha),186,6153.002,12742.31,38.63703,404530.8,2470.541
Ethiopia,2,b) 5% < of crop production sold <= 50%,b) 1/3 <  of HH income from non-farm sources <= 2/3,Value of Inorganic Fertilizer per Hectare Cultivated (TSH/ha),186,998.4014,1133.927,0,8301.498,675.3192
Ethiopia,2,b) 5% < of crop production sold <= 50%,c) > 2/3  of HH income from non-farm sources,Head of Household is Female,411,0.1883418,0.3914614,0,1,0
Ethiopia,2,b) 5% < of crop production sold <= 50%,c) > 2/3  of HH income from non-farm sources,Head of Household Age,411,45.17883,14.18858,17,93,42
Ethiopia,2,b) 5% < of crop production sold <= 50%,c) > 2/3  of HH income from non-farm sources,Number of Female HH Members,411,2.874279,1.298024,0,7,3
Ethiopia,2,b) 5% < of crop production sold <= 50%,c) > 2/3  of HH income from non-farm sources,Number of Male HH Members,411,3.126082,1.62266,0,8,3
Ethiopia,2,b) 5% < of crop production sold <= 50%,c) > 2/3  of HH income from non-farm sources,Number of HH Members Between Age 15-64,411,2.953632,1.365443,0,10,3
Ethiopia,2,b) 5% < of crop production sold <= 50%,c) > 2/3  of HH income from non-farm sources,Household is Rural,411,0.9743486,0.1582856,0,1,1
Ethiopia,2,b) 5% < of crop production sold <= 50%,c) > 2/3  of HH income from non-farm sources,Total Landholding (ha),411,1.149294,1.038266,0.015145,7.92038,0.946678
Ethiopia,2,b) 5% < of crop production sold <= 50%,c) > 2/3  of HH income from non-farm sources,Total Area Planted (ha),411,0.8923596,0.7901046,0.00489,3.859979,0.693878
Ethiopia,2,b) 5% < of crop production sold <= 50%,c) > 2/3  of HH income from non-farm sources,Count of Cattle Currently Owned,411,2.902637,2.934405,0,16,2
Ethiopia,2,b) 5% < of crop production sold <= 50%,c) > 2/3  of HH income from non-farm sources,Count of Poultry Currently Owned,411,3.748143,5.176715,0,22,2
Ethiopia,2,b) 5% < of crop production sold <= 50%,c) > 2/3  of HH income from non-farm sources,Count of Other Livestock Currently Owned,411,3.064429,4.296731,0,63,2
Ethiopia,2,b) 5% < of crop production sold <= 50%,c) > 2/3  of HH income from non-farm sources,Household Owns Land/Mobile Phone,411,0.3912172,0.4886176,0,1,0
Ethiopia,2,b) 5% < of crop production sold <= 50%,c) > 2/3  of HH income from non-farm sources,Distance to Nearest Ag. Market (km),0,.,.,.,.,.
Ethiopia,2,b) 5% < of crop production sold <= 50%,c) > 2/3  of HH income from non-farm sources,Total Household Income in Last Year (TSH),411,118504.2,275389.5,353,2568400,35718.82
Ethiopia,2,b) 5% < of crop production sold <= 50%,c) > 2/3  of HH income from non-farm sources,Farm Productivity: Total Agricultural Income/Total Landholding (TSH/ha),411,4042.871,9520.987,48.72392,224019.4,2008.62
Ethiopia,2,b) 5% < of crop production sold <= 50%,c) > 2/3  of HH income from non-farm sources,Value of Inorganic Fertilizer per Hectare Cultivated (TSH/ha),411,902.7799,1257.82,0,8301.498,352.259
Ethiopia,2,c) > 50% of crop production sold,a) <= 1/3 of HH income from non-farm sources,Head of Household is Female,212,0.1211027,0.3270187,0,1,0
Ethiopia,2,c) > 50% of crop production sold,a) <= 1/3 of HH income from non-farm sources,Head of Household Age,212,47.18172,16.92246,21,88,43
Ethiopia,2,c) > 50% of crop production sold,a) <= 1/3 of HH income from non-farm sources,Number of Female HH Members,212,3.044718,1.519869,0,8,3
Ethiopia,2,c) > 50% of crop production sold,a) <= 1/3 of HH income from non-farm sources,Number of Male HH Members,212,3.180811,1.493426,0,8,3
Ethiopia,2,c) > 50% of crop production sold,a) <= 1/3 of HH income from non-farm sources,Number of HH Members Between Age 15-64,212,2.892843,1.462415,0,9,2
Ethiopia,2,c) > 50% of crop production sold,a) <= 1/3 of HH income from non-farm sources,Household is Rural,212,0.992624,0.0857688,0,1,1
Ethiopia,2,c) > 50% of crop production sold,a) <= 1/3 of HH income from non-farm sources,Total Landholding (ha),212,0.8260057,0.8574641,0.03566,5.36734,0.44335
Ethiopia,2,c) > 50% of crop production sold,a) <= 1/3 of HH income from non-farm sources,Total Area Planted (ha),212,0.6384137,0.6782194,0.00441,3.96587,0.34515
Ethiopia,2,c) > 50% of crop production sold,a) <= 1/3 of HH income from non-farm sources,Count of Cattle Currently Owned,212,2.774392,2.719003,0,17,2
Ethiopia,2,c) > 50% of crop production sold,a) <= 1/3 of HH income from non-farm sources,Count of Poultry Currently Owned,212,2.401237,4.215946,0,22,0
Ethiopia,2,c) > 50% of crop production sold,a) <= 1/3 of HH income from non-farm sources,Count of Other Livestock Currently Owned,212,1.996659,3.733844,0,55,1
Ethiopia,2,c) > 50% of crop production sold,a) <= 1/3 of HH income from non-farm sources,Household Owns Land/Mobile Phone,212,0.4120579,0.4933704,0,1,0
Ethiopia,2,c) > 50% of crop production sold,a) <= 1/3 of HH income from non-farm sources,Distance to Nearest Ag. Market (km),0,.,.,.,.,.
Ethiopia,2,c) > 50% of crop production sold,a) <= 1/3 of HH income from non-farm sources,Total Household Income in Last Year (TSH),212,7931.396,7393.566,300,34100,4580
Ethiopia,2,c) > 50% of crop production sold,a) <= 1/3 of HH income from non-farm sources,Farm Productivity: Total Agricultural Income/Total Landholding (TSH/ha),212,13933.04,13673.29,335.3617,214522.5,11179.38
Ethiopia,2,c) > 50% of crop production sold,a) <= 1/3 of HH income from non-farm sources,Value of Inorganic Fertilizer per Hectare Cultivated (TSH/ha),212,513.3309,943.2632,0,8301.498,0
Ethiopia,2,c) > 50% of crop production sold,b) 1/3 <  of HH income from non-farm sources <= 2/3,Head of Household is Female,39,0.0881518,0.2872218,0,1,0
Ethiopia,2,c) > 50% of crop production sold,b) 1/3 <  of HH income from non-farm sources <= 2/3,Head of Household Age,39,50.37609,16.33847,20,84,44
Ethiopia,2,c) > 50% of crop production sold,b) 1/3 <  of HH income from non-farm sources <= 2/3,Number of Female HH Members,39,3.571473,1.62636,1,7,3
Ethiopia,2,c) > 50% of crop production sold,b) 1/3 <  of HH income from non-farm sources <= 2/3,Number of Male HH Members,39,2.854698,1.390924,0,6,3
Ethiopia,2,c) > 50% of crop production sold,b) 1/3 <  of HH income from non-farm sources <= 2/3,Number of HH Members Between Age 15-64,39,3.031818,1.534624,0,7,3
Ethiopia,2,c) > 50% of crop production sold,b) 1/3 <  of HH income from non-farm sources <= 2/3,Household is Rural,39,0.9351779,0.2494302,0,1,1
Ethiopia,2,c) > 50% of crop production sold,b) 1/3 <  of HH income from non-farm sources <= 2/3,Total Landholding (ha),39,0.7730231,0.7231501,0.030011,3.380355,0.58131
Ethiopia,2,c) > 50% of crop production sold,b) 1/3 <  of HH income from non-farm sources <= 2/3,Total Area Planted (ha),39,0.5731383,0.6263755,0.020609,3.117024,0.352215
Ethiopia,2,c) > 50% of crop production sold,b) 1/3 <  of HH income from non-farm sources <= 2/3,Count of Cattle Currently Owned,39,2.408818,2.859287,0,11,1
Ethiopia,2,c) > 50% of crop production sold,b) 1/3 <  of HH income from non-farm sources <= 2/3,Count of Poultry Currently Owned,39,1.061545,2.535838,0,22,0
Ethiopia,2,c) > 50% of crop production sold,b) 1/3 <  of HH income from non-farm sources <= 2/3,Count of Other Livestock Currently Owned,39,1.438884,3.123691,0,15,0
Ethiopia,2,c) > 50% of crop production sold,b) 1/3 <  of HH income from non-farm sources <= 2/3,Household Owns Land/Mobile Phone,39,0.6099612,0.4941349,0,1,1
Ethiopia,2,c) > 50% of crop production sold,b) 1/3 <  of HH income from non-farm sources <= 2/3,Distance to Nearest Ag. Market (km),0,.,.,.,.,.
Ethiopia,2,c) > 50% of crop production sold,b) 1/3 <  of HH income from non-farm sources <= 2/3,Total Household Income in Last Year (TSH),39,10585.82,7739.032,861,78090,8700
Ethiopia,2,c) > 50% of crop production sold,b) 1/3 <  of HH income from non-farm sources <= 2/3,Farm Productivity: Total Agricultural Income/Total Landholding (TSH/ha),39,11731.8,9107.225,420.0742,79745.17,8455.137
Ethiopia,2,c) > 50% of crop production sold,b) 1/3 <  of HH income from non-farm sources <= 2/3,Value of Inorganic Fertilizer per Hectare Cultivated (TSH/ha),39,349.338,586.8496,0,2293.849,0
Ethiopia,2,c) > 50% of crop production sold,c) > 2/3  of HH income from non-farm sources,Head of Household is Female,117,0.0822721,0.2759606,0,1,0
Ethiopia,2,c) > 50% of crop production sold,c) > 2/3  of HH income from non-farm sources,Head of Household Age,117,41.84819,12.33879,18,75,41
Ethiopia,2,c) > 50% of crop production sold,c) > 2/3  of HH income from non-farm sources,Number of Female HH Members,117,2.839993,1.429942,0,8,2
Ethiopia,2,c) > 50% of crop production sold,c) > 2/3  of HH income from non-farm sources,Number of Male HH Members,117,3.059888,1.767102,0,8,3
Ethiopia,2,c) > 50% of crop production sold,c) > 2/3  of HH income from non-farm sources,Number of HH Members Between Age 15-64,117,2.699733,1.137156,1,8,2
Ethiopia,2,c) > 50% of crop production sold,c) > 2/3  of HH income from non-farm sources,Household is Rural,117,0.9898923,0.1004577,0,1,1
Ethiopia,2,c) > 50% of crop production sold,c) > 2/3  of HH income from non-farm sources,Total Landholding (ha),117,0.5242322,0.6439011,0.006615,6.345995,0.29195
Ethiopia,2,c) > 50% of crop production sold,c) > 2/3  of HH income from non-farm sources,Total Area Planted (ha),117,0.3752318,0.3610917,0.001416,3.012885,0.233735
Ethiopia,2,c) > 50% of crop production sold,c) > 2/3  of HH income from non-farm sources,Count of Cattle Currently Owned,117,1.883293,1.974477,0,11,2
Ethiopia,2,c) > 50% of crop production sold,c) > 2/3  of HH income from non-farm sources,Count of Poultry Currently Owned,117,2.924991,4.636497,0,22,1
Ethiopia,2,c) > 50% of crop production sold,c) > 2/3  of HH income from non-farm sources,Count of Other Livestock Currently Owned,117,1.038658,2.802789,0,58,0
Ethiopia,2,c) > 50% of crop production sold,c) > 2/3  of HH income from non-farm sources,Household Owns Land/Mobile Phone,117,0.3217076,0.4691407,0,1,0
Ethiopia,2,c) > 50% of crop production sold,c) > 2/3  of HH income from non-farm sources,Distance to Nearest Ag. Market (km),0,.,.,.,.,.
Ethiopia,2,c) > 50% of crop production sold,c) > 2/3  of HH income from non-farm sources,Total Household Income in Last Year (TSH),117,165535.1,293062.3,652,2568400,98400
Ethiopia,2,c) > 50% of crop production sold,c) > 2/3  of HH income from non-farm sources,Farm Productivity: Total Agricultural Income/Total Landholding (TSH/ha),117,15532.31,21602.57,436.4138,165594.8,10691.69
Ethiopia,2,c) > 50% of crop production sold,c) > 2/3  of HH income from non-farm sources,Value of Inorganic Fertilizer per Hectare Cultivated (TSH/ha),117,175.1295,352.6615,0,5652.666,0
